Player Name,Alt Player Name,dob,age,ioc,hand,height,wikipedia_intro,photo_url,name_first,name_last,wikidata_id,Index Player Name,is_duplicate
Ernesto Escobedo,E. Escobedo,1996-07-04,28.0,MEX,R,185.0,"Ernesto ""Neto"" Escobedo III ( NET-oh ES-kə-BAYD-oh; Spanish: [eɾˈnesto ˈneto eskoˈβeðo], born July 4, 1996) is a Mexican-American professional tennis player who has won four ATP Challenger titles. He is currently the No. 2 Mexican player.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Escobedo_RGQ22_%2829%29_%2852130108675%29.jpg/220px-Escobedo_RGQ22_%2829%29_%2852130108675%29.jpg,Ernesto,Escobedo,Q17626628,Escobedo E.,0
Ernests Gulbis,E. Gulbis,1988-08-30,36.0,LAT,R,190.0,"Ernests Gulbis (Latvian pronunciation: [ˈærnests ˈɡulbis], born 30 August 1988) is a Latvian inactive professional tennis player. His career-high singles ranking is world No. 10, making him the only male Latvian tennis player ever to be ranked inside the top 10, a feat achieved in June 2014. In 2008, Gulbis won his first ATP Tour doubles title at the U.S. Men's Clay Court Championships, teaming with Rainer Schüttler, and in 2010, he won his first ATP Tour singles title in the Delray Beach, defeating Ivo Karlović in the final. In total, Gulbis has six ATP titles to his name. His best performance at a Grand Slam was reaching the semifinals of the 2014 French Open. He had previously reached the quarterfinals of the 2008 French Open. ",https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Gulbis_BOR22_%2852083985673%29.jpg/220px-Gulbis_BOR22_%2852083985673%29.jpg,Ernests,Gulbis,Q295866,Gulbis E.,0
Ethan Quinn,E. Quinn,2004-03-12,20.0,USA,U,,"Ethan Quinn (born March 12, 2004) is an American tennis player. Quinn has a career-high ATP singles ranking of world No. 229 achieved on 9 September 2024 and a doubles ranking of No. 332 achieved on 17 June 2022.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Ethan_Quinn_%282023_US_Open%29_02_%28cropped%29.jpg/220px-Ethan_Quinn_%282023_US_Open%29_02_%28cropped%29.jpg,Ethan,Quinn,,Quinn E.,0
Evan Furness,E. Furness,1998-08-13,26.0,FRA,R,,Evan Furness (born 13 August 1998) is a French professional tennis player.,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Furness_RG18_%288%29_%2842929488042%29.jpg/220px-Furness_RG18_%288%29_%2842929488042%29.jpg,Evan,Furness,Q53916372,Furness E.,0
Evan King,E. King,1992-03-25,32.0,USA,L,185.0,"Evan King (born March 25, 1992) is an American professional tennis player.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/King_E._US16_%2817%29_%2829235683244%29.jpg/220px-King_E._US16_%2817%29_%2829235683244%29.jpg,Evan,King,Q16300779,King E.,0
Evgenii Tiurnev,E. Tiurnev,1997-04-08,27.0,RUS,R,,"Evgenii Igorevich Tiurnev (Russian: Евгений Игоревич Тюрнев, IPA: [jɪvˈɡʲenʲɪj ˈtʲurnʲɪf]; born 8 April 1997) is a Russian tennis player. He has career-high rankings of World No. 265 in singles achieved on 14 February 2022 and No. 291 in doubles achieved on 30 April 2018.",https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/23px-Flag_of_Russia.svg.png,Evgenii,Tiurnev,Q40214925,Tiurnev E.,0
Evgeny Donskoy,E. Donskoy,1990-05-09,34.0,RUS,R,185.0,"Evgeny Evgenyevich Donskoy (Russian: Евге́ний Евге́ньевич Донско́й, IPA: [jɪvˈɡʲenʲɪj dɐnˈskoj]; born 9 May 1990) is a Russian professional tennis player. His career-high ATP singles ranking is world No. 65, achieved on 8 July 2013, after winning five Challenger events throughout the previous year.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Donskoy_WMQ23_%2853062200868%29.jpg/220px-Donskoy_WMQ23_%2853062200868%29.jpg,Evgeny,Donskoy,Q619669,Donskoy E.,0
Evgeny Karlovskiy,E. Karlovskiy,1994-08-07,30.0,RUS,R,191.0,"Evgeny Konstantinovich Karlovskiy (Russian: Евге́ний Константи́нович Карло́вский, IPA: [jɪvˈɡʲenʲɪj kɐrˈlofskʲɪj]; born 7 August 1994) is a Russian tennis player.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Karlovskiy_BLO22_%2849%29_%2852156023292%29.jpg/220px-Karlovskiy_BLO22_%2849%29_%2852156023292%29.jpg,Evgeny,Karlovskiy,Q55585044,Karlovskiy E.,0
Fabian Marozsan,F. Marozsan,1999-10-08,25.0,HUN,R,191.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Marozs%C3%A1n_WMQ23_%2853062093200%29.jpg/220px-Marozs%C3%A1n_WMQ23_%2853062093200%29.jpg,Fabian,Marozsan,,Marozsan F.,0
Fabio Fognini,F. Fognini,1987-05-24,37.0,ITA,R,178.0,"Fabio Fognini (Italian pronunciation: [ˈfaːbjo foɲˈɲiːni]; born 24 May 1987) is an Italian professional tennis player. He has a career-high ATP ranking of world No. 9 achieved on 15 July 2019. Fognini's most successful surface is red clay, where he has won eight of his nine ATP singles titles, most notably at the 2019 Monte-Carlo Masters. He also reached the quarterfinals of the 2011 French Open. Together with Simone Bolelli, Fognini won the 2015 Australian Open doubles championship, becoming the first all-Italian men's pair to win a Grand Slam title in the Open Era.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Fognini_MCM22_%2852%29_%2852036925325%29.jpg/220px-Fognini_MCM22_%2852%29_%2852036925325%29.jpg,Fabio,Fognini,Q251980,Fognini F.,0
Fabio Silva,F. Silva,1985-03-08,39.0,BRA,U,,,,Fabio,Silva,,Silva F.,0
Fabrice Martin,F. Martin,1986-09-11,38.0,FRA,R,198.0,"Fabrice Martin (French pronunciation: [fabʁis maʁtɛ̃]; born 11 September 1986) is a French professional tennis player. He reached a career-high ATP singles ranking of world No. 228 on 23 July 2012, and his highest ATP doubles ranking, world No. 19, on 24 April 2023.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Martin_F._RG18_%2810%29_%2842929378772%29.jpg/220px-Martin_F._RG18_%2810%29_%2842929378772%29.jpg,Fabrice,Martin,Q5428153,Martin F.,0
Facundo Arguello,F. Arguello,1992-08-04,32.0,ARG,R,178.0,,,Facundo,Arguello,Q5429102,Arguello F.,0
Facundo Bagnis,F. Bagnis,1990-02-27,34.0,ARG,L,183.0,Facundo Bagnis (Spanish pronunciation: [faˈkundo ˈβaɣnis]; born 27 February 1990) is an Argentine professional tennis player. He has a career-high singles ranking of World No. 55 reached in November 2016. Bagnis competes mainly on the ATP Challenger Tour where he has won 17 singles Challengers. He also won one ATP doubles title in Stuttgart.,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Bagnis_RGQ23_%2852943633766%29.jpg/220px-Bagnis_RGQ23_%2852943633766%29.jpg,Facundo,Bagnis,Q1391764,Bagnis F.,0
Facundo Diaz Acosta,F. Diaz Acosta,2000-12-15,23.0,ARG,L,183.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Diaz_Acosta_WMQ23_%2853061713081%29.jpg/220px-Diaz_Acosta_WMQ23_%2853061713081%29.jpg,Facundo,Diaz Acosta,Q57268922,Diaz Acosta F.,0
Facundo Mena,F. Mena,1992-09-22,32.0,ARG,R,,Facundo Mena (born 22 September 1992) is an Argentine tennis player.,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Mena_WMQ22_%286%29_%2852190122087%29.jpg/220px-Mena_WMQ22_%286%29_%2852190122087%29.jpg,Facundo,Mena,Q21001023,Mena F.,0
Farrukh Dustov,F. Dustov,1986-05-22,38.0,UZB,R,196.0,"Farrukh Dustov (born 22 May 1986) is a retired Uzbek tennis player and tennis coach, playing on the ITF Futures Tour and ATP Challenger Tour. In February 2015, he reached his highest ATP singles ranking of world No. 98.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Dustov_Farrukh.jpg/220px-Dustov_Farrukh.jpg,Farrukh,Dustov,Q5436351,Dustov F.,0
Federico Cervantes,F. Cervantes,1900-02-02,124.0,,U,,404 Client Error: Not Found for url: https://en.wikipedia.org/wiki/Federico_Cervantes,,Federico,Cervantes,,Cervantes F.,0
Federico Coria,F. Coria,1992-03-09,32.0,ARG,R,180.0,"Federico Coria (born 9 March 1992) is an Argentine professional tennis player. He has a career-high ATP singles ranking of No. 49 achieved on 13 February 2023. He also has a career-high doubles ranking of No. 238, achieved on 22 November 2021. Coria has won six ATP Challenger singles titles and one doubles title.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Coria_RG22_%284%29_%2852143065527%29.jpg/220px-Coria_RG22_%284%29_%2852143065527%29.jpg,Federico,Coria,Q27306789,Coria F.,0
Federico Delbonis,F. Delbonis,1990-10-05,34.0,ARG,L,190.0,Federico Delbonis (Spanish pronunciation: [feðeˈɾiko ðelˈβonis]; born 5 October 1990) is an Argentine former professional tennis player. He achieved a career-high ATP singles ranking of No. 33 on 9 May 2016. He also reached a career-high doubles ranking of No. 110 on 22 July 2019.,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Delbonis_MCM22_%287%29_%2852036670954%29.jpg/220px-Delbonis_MCM22_%287%29_%2852036670954%29.jpg,Federico,Delbonis,Q367654,Delbonis F.,0
Federico Gaio,F. Gaio,1992-03-05,32.0,ITA,R,180.0,"Federico Gaio (Italian pronunciation: [fedeˈriːko ˈɡaːjo]; born 5 March 1992) is an Italian professional tennis player. He competes mainly on the ATP Challenger Tour and on the ITF circuit. He has won four Challenger titles and nine ITF futures singles titles. He reached his career high ATP singles ranking of World No. 124 in February 2020. In doubles, he has won three Challenger and four ITF futures doubles titles. He reached a career high in doubles of World No. 163 on 2 November 2020 after his maiden ATP doubles final at the 2020 Rio Open partnering Salvatore Caruso.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Gaio_WMQ23_%2853061896639%29.jpg/220px-Gaio_WMQ23_%2853061896639%29.jpg,Federico,Gaio,Q16735393,Gaio F.,0
Felipe Gomez,F. Gomez,1997-03-14,27.0,COL,U,,404 Client Error: Not Found for url: https://en.wikipedia.org/wiki/Felipe_Gomez,,Felipe,Gomez,,Gomez F.,0
Felipe Lopez,F. Lopez,1982-12-11,41.0,PAR,U,,,,Felipe,Lopez,,Lopez F.,0
Felipe Meligeni Alves,F. Meligeni Alves,1998-02-19,26.0,BRA,R,185.0,Felipe Meligeni Rodrigues Alves (born 19 February 1998) is a Brazilian professional tennis player.,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Meligeni_Alves_WMQ23_%2853061116202%29.jpg/220px-Meligeni_Alves_WMQ23_%2853061116202%29.jpg,Felipe,Meligeni Alves,Q26924390,Meligeni Alves F.,0
Felipe Meligeni Rodrigues,F. Melingeni Rodrigues,1900-02-02,124.0,,U,,404 Client Error: Not Found for url: https://en.wikipedia.org/wiki/Felipe_Meligeni_Rodrigues,,Felipe,Meligeni Rodrigues,,Meligeni Rodrigues F.,0
Felix Auger-Aliassime,F. Auger Aliassime,2000-08-08,24.0,CAN,R,193.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/F%C3%A9lix_Auger-Aliassime_%282023_DC_Open%29_01_%28cropped%29.jpg/220px-F%C3%A9lix_Auger-Aliassime_%282023_DC_Open%29_01_%28cropped%29.jpg,Felix,Auger Aliassime,Q20752045,Auger-Aliassime F.,0
Fernando Verdasco,F. Verdasco,1983-11-15,41.0,ESP,L,188.0,"Fernando Verdasco Carmona (Spanish pronunciation: [feɾˈnando βeɾˈðasko kaɾˈmona]; born 15 November 1983) is a  Spanish tennis coach and an inactive  professional player. His career-high singles ranking is world No. 7, achieved in April 2009. His best performance at a major was the semifinals of the 2009 Australian Open, where he lost to eventual champion Rafael Nadal in five sets. Verdasco has also reached the quarterfinals twice at the US Open, in 2009 and 2010, losing to Novak Djokovic and Nadal respectively, and once at the 2013 Wimbledon Championships, where he led eventual champion Andy Murray by two sets to love before being defeated in five sets. In singles, he won the 2010 Barcelona Open Banco Sabadell and six ATP 250 tournaments, and was a finalist at the 2010 Monte-Carlo Rolex Masters and five ATP 500 tournaments. In men's doubles, he won the 2013 ATP World Tour Finals and three ATP 500 tournaments and was a finalist at the 2013 Shanghai Rolex Masters, all of them partnering David Marrero. Verdasco earned his 500th win at the 2018 Mutua Madrid Open becoming the 45th man in ATP World Tour history with 500 wins. He is currently No. 7 on the list of active players with over 500 wins. He has the second-most losses in singles history, behind Feliciano López (490). Verdasco aided Spain in winning three Davis Cup titles, winning the deciding match in both 2008 and 2009, and being part of the winning team in 2011. Verdasco started playing tennis at four years of age and had a full-time coach when he was eight. Verdasco worked in Las Vegas with Andre Agassi and his team, including Darren Cahill (Agassi's former coach) and Gil Reyes (Agassi's fitness coach).",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Verdasco_RGQ22_%287%29_%2852129516961%29.jpg/220px-Verdasco_RGQ22_%287%29_%2852129516961%29.jpg,Fernando,Verdasco,Q191740,Verdasco F.,0
Filip Horansky,F. Horansky,1993-01-07,31.0,SVK,R,175.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Horansky_RGQ19_%2813%29_%2848002691816%29.jpg/220px-Horansky_RGQ19_%2813%29_%2848002691816%29.jpg,Filip,Horansky,Q5448480,Horansky F.,0
Filip Krajinovic,F. Krajinovic,1992-02-27,32.0,SRB,R,185.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Krajinovic_MCM23_%2821%29_%2852882575282%29.jpg/220px-Krajinovic_MCM23_%2821%29_%2852882575282%29.jpg,Filip,Krajinovic,Q178244,Krajinovic F.,0
Filip Misolic,F. Misolic,2001-08-08,23.0,AUT,R,,Filip Misolic (Croatian: Mišolić; born 8 August 2001) is an Austrian tennis player.,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Misolic_WMQ22_%2810%29_%2852191620475%29.jpg/220px-Misolic_WMQ22_%2810%29_%2852191620475%29.jpg,Filip,Misolic,,Misolic F.,0
Filip Peliwo,F. Peliwo,1994-01-30,30.0,CAN,R,180.0,"Filip Peliwo ( FIL-ip PEL-iv-oh, Polish: [ˈfilip pɛˈlivɔ]; born January 30, 1994) is a Canadian-born Polish professional tennis player. He reached a career-high ATP singles ranking of No. 161 on May 21, 2018. In 2022, he began competing for Poland.  Peliwo became the first Canadian male and second Canadian ever to win a Grand Slam in singles at any level with his 2012 Wimbledon boys' title win. This was Canada's second Grand Slam title in two days, one day after Eugenie Bouchard's. With the victory, Peliwo reached the No. 1 combined junior world ranking in July 2012, the first time a Canadian has been top ranked. He won his second straight junior Grand Slam title at the 2012 US Open. Peliwo was also runner-up in the boys singles events at the 2012 Australian Open and French Open.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/FilipPeliwo.jpg/220px-FilipPeliwo.jpg,Filip,Peliwo,Q1619331,Peliwo F.,0
Filippo Baldi,F. Baldi,1996-01-10,28.0,ITA,R,183.0,Filippo Baldi (born 10 January 1996) is a former Italian tennis player and actually tennis coach. Was a semifinalist at the 2013 Australian Open – Boys' singles and quarterfinalist at the 2014 Wimbledon Championships – Boys' singles. With Gianluigi Quinzi he won the 2012 Junior Davis Cup defeating the Australian team: it was the first time ever for an Italian team.,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Baldi_RGQ19_%284%29_%2848002678877%29.jpg/220px-Baldi_RGQ19_%284%29_%2848002678877%29.jpg,Filippo,Baldi,Q5448696,Baldi F.,0
Filippo Volandri,F. Volandri,1981-09-05,43.0,ITA,R,183.0,Filippo Volandri (Italian pronunciation: [fiˈlippo voˈlandri]; born 5 September 1981) is a former Italian professional male tennis player. Volandri reached a career-high singles ranking of world no. 25 in July 2007. He turned professional in 1997 and earned almost $4 million in prize money.,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Volandri_WM14_%289%29_%2814663421663%29.jpg/220px-Volandri_WM14_%289%29_%2814663421663%29.jpg,Filippo,Volandri,Q344765,Volandri F.,0
Finn Tearney,F. Tearney,1990-09-27,34.0,NZL,R,183.0,Finn Tearney (born 27 September 1990) is a tennis player from New Zealand.,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/23px-Flag_of_New_Zealand.svg.png,Finn,Tearney,Q22096450,Tearney F.,0
Flavio Cobolli,F. Cobolli,2002-05-06,22.0,ITA,R,,Flavio Cobolli (born 6 May 2002) is an Italian professional tennis player. He has a career high ATP singles ranking of world No. 30 achieved on 30 September 2024 and a doubles ranking of No. 316 achieved on 11 April 2022. He is currently the No. 3 ranked Italian.,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Cobolli_RGQ23_%2852944096963%29.jpg/220px-Cobolli_RGQ23_%2852944096963%29.jpg,Flavio,Cobolli,Q64347071,Cobolli F.,0
Florian Mayer,F. Mayer,1983-10-05,41.0,GER,R,190.0,Florian Mayer (German pronunciation: [ˈfloːʁi̯aːn ˈmaɪ̯ɐ]; born 5 October 1983) is a German former professional tennis player.,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Mayer_F._RG13_%284%29_%289374097145%29.jpg/220px-Mayer_F._RG13_%284%29_%289374097145%29.jpg,Florian,Mayer,Q77170,Mayer F.,0
Frances Tiafoe,F. Tiafoe,1998-01-20,26.0,USA,R,188.0,"Frances Tiafoe Jr. ( tee-AH-foh; born January 20, 1998) (BigFoe) is an American professional tennis player. He reached his career high at world No. 10 in singles on June 19, 2023, becoming the first Sierra Leonean American man to be ranked in the top 10 by the ATP.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Frances_Tiafoe_US_Open_2022_%28cropped%29.jpg/220px-Frances_Tiafoe_US_Open_2022_%28cropped%29.jpg,Frances,Tiafoe,Q17305299,Tiafoe F.,0
Francesco Maestrelli,F. Maestrelli,2002-12-21,21.0,ITA,U,,Francesco Maestrelli (born 21 December 2002) is an Italian tennis player.,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Maestrelli_RGQ23_%2852944044613%29.jpg/220px-Maestrelli_RGQ23_%2852944044613%29.jpg,Francesco,Maestrelli,,Maestrelli F.,0
Francesco Passaro,F. Passaro,2001-01-07,23.0,ITA,R,,Francesco Passaro (born 7 January 2001) is an Italian tennis player.,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Passaro_RGQ23.jpg/220px-Passaro_RGQ23.jpg,Francesco,Passaro,Q106981813,Passaro F.,0
Francisco Cerundolo,F. Cerundolo,1998-08-13,26.0,ARG,R,185.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Cerundolo_MCM23_%2821%29_%2852883527185%29.jpg/220px-Cerundolo_MCM23_%2821%29_%2852883527185%29.jpg,Francisco,Cerundolo,Q61709770,Cerundolo F.,0
Francisco Comesana,F. Comesana,2000-10-06,24.0,ARG,R,,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Francisco_Comesa%C3%B1a_%282023_US_Open%29_03.jpg/220px-Francisco_Comesa%C3%B1a_%282023_US_Open%29_03.jpg,Francisco,Comesana,,Comesana F.,0
Franco Agamenone,F. Agamenone,1993-04-15,31.0,ITA,L,,"Franco Agamenone (born 15 April 1993) is an Italian–Argentine tennis player, who competes mainly on the ATP Challenger Tour.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Agamenone_RGQ22_%2814%29_%2852128599922%29.jpg/220px-Agamenone_RGQ22_%2814%29_%2852128599922%29.jpg,Franco,Agamenone,Q43301688,Agamenone F.,0
Frank Dancevic,F. Dancevic,1984-09-26,40.0,CAN,R,185.0,"Frank Russell Dancevic ( DANT-sih-vik, -⁠chih-vitch; Serbian: Френк Расел Данчевић, Frenk Rasel Dančević, pronounced [dǎːntʃeʋitɕ]; born September 26, 1984) is a retired Canadian professional tennis player. He first became the country's top singles player, according to ATP rankings, on February 10, 2003, as an 18-year-old, and remained so from January 30, 2006, until June 20, 2010. Dancevic has reached two ATP singles finals (Indianapolis and Eastbourne), the quarterfinals of the 2007 Montreal Masters and achieved a career-high singles ranking of world No. 65 in September 2007.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Frank_Dancevic_2%2C_2015_Wimbledon_Qualifying_-_Diliff.jpg/220px-Frank_Dancevic_2%2C_2015_Wimbledon_Qualifying_-_Diliff.jpg,Frank,Dancevic,Q462457,Dancevic F.,0
